LSOA11CD,LAD11CD
E01001403,E09000010
E01001404,E09000010
E01001405,E09000010
E01001406,E09000010
E01001407,E09000010
E01001408,E09000010
E01001409,E09000010
E01001410,E09000010
E01001411,E09000010
E01001412,E09000010
E01001413,E09000010
E01001414,E09000010
E01001415,E09000010
E01001416,E09000010
E01001417,E09000010
E01001418,E09000010
E01001419,E09000010
E01001420,E09000010
E01001421,E09000010
E01001422,E09000010
E01001423,E09000010
E01001424,E09000010
E01001425,E09000010
E01001426,E09000010
E01001427,E09000010
E01001428,E09000010
E01001429,E09000010
E01001430,E09000010
E01001431,E09000010
E01001432,E09000010
E01001433,E09000010
E01001434,E09000010
E01001435,E09000010
E01001436,E09000010
E01001437,E09000010
E01001438,E09000010
E01001439,E09000010
E01001440,E09000010
E01001441,E09000010
E01001442,E09000010
E01001444,E09000010
E01001445,E09000010
E01001446,E09000010
E01001447,E09000010
E01001448,E09000010
E01001449,E09000010
E01001450,E09000010
E01001451,E09000010
E01001452,E09000010
E01001453,E09000010
E01001454,E09000010
E01001455,E09000010
E01001456,E09000010
E01001457,E09000010
E01001458,E09000010
E01001459,E09000010
E01001460,E09000010
E01001461,E09000010
E01001462,E09000010
E01001463,E09000010
E01001464,E09000010
E01001465,E09000010
E01001466,E09000010
E01001467,E09000010
E01001468,E09000010
E01001469,E09000010
E01001470,E09000010
E01001471,E09000010
E01001472,E09000010
E01001473,E09000010
E01001474,E09000010
E01001475,E09000010
E01001476,E09000010
E01001477,E09000010
E01001478,E09000010
E01001479,E09000010
E01001480,E09000010
E01001481,E09000010
E01001482,E09000010
E01001483,E09000010
E01001484,E09000010
E01001485,E09000010
E01001486,E09000010
E01001487,E09000010
E01001488,E09000010
E01001489,E09000010
E01001491,E09000010
E01001492,E09000010
E01001493,E09000010
E01001494,E09000010
E01001495,E09000010
E01001496,E09000010
E01001497,E09000010
E01001498,E09000010
E01001499,E09000010
E01001500,E09000010
E01001501,E09000010
E01001502,E09000010
E01001503,E09000010
E01001504,E09000010
E01001505,E09000010
E01001506,E09000010
E01001507,E09000010
E01001508,E09000010
E01001509,E09000010
E01001510,E09000010
E01001511,E09000010
E01001512,E09000010
E01001513,E09000010
E01001514,E09000010
E01001515,E09000010
E01001516,E09000010
E01001517,E09000010
E01001518,E09000010
E01001519,E09000010
E01001520,E09000010
E01001521,E09000010
E01001522,E09000010
E01001523,E09000010
E01001524,E09000010
E01001525,E09000010
E01001526,E09000010
E01001527,E09000010
E01001528,E09000010
E01001529,E09000010
E01001530,E09000010
E01001531,E09000010
E01001532,E09000010
E01001533,E09000010
E01001534,E09000010
E01001535,E09000010
E01001536,E09000010
E01001537,E09000010
E01001538,E09000010
E01001539,E09000010
E01001540,E09000010
E01001541,E09000010
E01001542,E09000010
E01001543,E09000010
E01001544,E09000010
E01001545,E09000010
E01001546,E09000010
E01001547,E09000010
E01001548,E09000010
E01001549,E09000010
E01001550,E09000010
E01001551,E09000010
E01001552,E09000010
E01001553,E09000010
E01001554,E09000010
E01001555,E09000010
E01001556,E09000010
E01001557,E09000010
E01001558,E09000010
E01001559,E09000010
E01001560,E09000010
E01001562,E09000010
E01001563,E09000010
E01001564,E09000010
E01001565,E09000010
E01001566,E09000010
E01001567,E09000010
E01001568,E09000010
E01001569,E09000010
E01001570,E09000010
E01001571,E09000011
E01001572,E09000011
E01001573,E09000011
E01001574,E09000011
E01001575,E09000011
E01001576,E09000011
E01001577,E09000011
E01001578,E09000011
E01001579,E09000011
E01001580,E09000011
E01001581,E09000011
E01001582,E09000011
E01001583,E09000011
E01001584,E09000011
E01001585,E09000011
E01001586,E09000011
E01001587,E09000011
E01001588,E09000011
E01001589,E09000011
E01001590,E09000011
E01001591,E09000011
E01001592,E09000011
E01001593,E09000011
E01001594,E09000011
E01001595,E09000011
E01001596,E09000011
E01001597,E09000011
E01001598,E09000011
E01001599,E09000011
E01001600,E09000011
E01001601,E09000011
E01001602,E09000011
E01001603,E09000011
E01001604,E09000011
E01001605,E09000011
E01001606,E09000011
E01001607,E09000011
E01001608,E09000011
E01001609,E09000011
E01001610,E09000011
E01001611,E09000011
E01001613,E09000011
E01001614,E09000011
E01001615,E09000011
E01001617,E09000011
E01001618,E09000011
E01001619,E09000011
E01001620,E09000011
E01001621,E09000011
E01001623,E09000011
E01001624,E09000011
E01001625,E09000011
E01001629,E09000011
E01001631,E09000011
E01001632,E09000011
E01001633,E09000011
E01001634,E09000011
E01001635,E09000011
E01001636,E09000011
E01001637,E09000011
E01001638,E09000011
E01001640,E09000011
E01001641,E09000011
E01001642,E09000011
E01001644,E09000011
E01001645,E09000011
E01001646,E09000011
E01001647,E09000011
E01001648,E09000011
E01001649,E09000011
E01001650,E09000011
E01001651,E09000011
E01001652,E09000011
E01001653,E09000011
E01001654,E09000011
E01001655,E09000011
E01001656,E09000011
E01001657,E09000011
E01001658,E09000011
E01001659,E09000011
E01001660,E09000011
E01001661,E09000011
E01001662,E09000011
E01001664,E09000011
E01001665,E09000011
E01001666,E09000011
E01001667,E09000011
E01001668,E09000011
E01001669,E09000011
E01001671,E09000011
E01001672,E09000011
E01001673,E09000011
E01001674,E09000011
E01001675,E09000011
E01001676,E09000011
E01001677,E09000011
E01001678,E09000011
E01001679,E09000011
E01001680,E09000011
E01001681,E09000011
E01001682,E09000011
E01001683,E09000011
E01001684,E09000011
E01001685,E09000011
E01001686,E09000011
E01001687,E09000011
E01001688,E09000011
E01001690,E09000011
E01001692,E09000011
E01001693,E09000011
E01001694,E09000011
E01001695,E09000011
E01001696,E09000011
E01001697,E09000011
E01001698,E09000011
E01001699,E09000011
E01001700,E09000011
E01001701,E09000011
E01001702,E09000011
E01001703,E09000011
E01001704,E09000011
E01001705,E09000011
E01001706,E09000011
E01001708,E09000011
E01001709,E09000011
E01001710,E09000011
E01001711,E09000011
E01001712,E09000011
E01001713,E09000011
E01001714,E09000012
E01001715,E09000012
E01001716,E09000012
E01001717,E09000012
E01001718,E09000012
E01001719,E09000012
E01001720,E09000012
E01001722,E09000012
E01001723,E09000012
E01001724,E09000012
E01001725,E09000012
E01001726,E09000012
E01001727,E09000012
E01001728,E09000012
E01001729,E09000012
E01001730,E09000012
E01001731,E09000012
E01001732,E09000012
E01001733,E09000012
E01001734,E09000012
E01001735,E09000012
E01001736,E09000012
E01001737,E09000012
E01001738,E09000012
E01001739,E09000012
E01001740,E09000012
E01001741,E09000012
E01001742,E09000012
E01001744,E09000012
E01001745,E09000012
E01001746,E09000012
E01001747,E09000012
E01001748,E09000012
E01001749,E09000012
E01001750,E09000012
E01001751,E09000012
E01001752,E09000012
E01001753,E09000012
E01001754,E09000012
E01001755,E09000012
E01001756,E09000012
E01001757,E09000012
E01001758,E09000012
E01001759,E09000012
E01001760,E09000012
E01001761,E09000012
E01001762,E09000012
E01001763,E09000012
E01001764,E09000012
E01001765,E09000012
E01001767,E09000012
E01001768,E09000012
E01001769,E09000012
E01001770,E09000012
E01001772,E09000012
E01001773,E09000012
E01001774,E09000012
E01001775,E09000012
E01001776,E09000012
E01001777,E09000012
E01001779,E09000012
E01001780,E09000012
E01001781,E09000012
E01001782,E09000012
E01001783,E09000012
E01001784,E09000012
E01001785,E09000012
E01001786,E09000012
E01001787,E09000012
E01001788,E09000012
E01001789,E09000012
E01001790,E09000012
E01001791,E09000012
E01001792,E09000012
E01001793,E09000012
E01001794,E09000012
E01001795,E09000012
E01001796,E09000012
E01001798,E09000012
E01001799,E09000012
E01001800,E09000012
E01001801,E09000012
E01001802,E09000012
E01001803,E09000012
E01001804,E09000012
E01001805,E09000012
E01001806,E09000012
E01001807,E09000012
E01001808,E09000012
E01001809,E09000012
E01001811,E09000012
E01001812,E09000012
E01001813,E09000012
E01001814,E09000012
E01001815,E09000012
E01001816,E09000012
E01001819,E09000012
E01001820,E09000012
E01001821,E09000012
E01001822,E09000012
E01001823,E09000012
E01001824,E09000012
E01001825,E09000012
E01001826,E09000012
E01001827,E09000012
E01001828,E09000012
E01001829,E09000012
E01001830,E09000012
E01001831,E09000012
E01001832,E09000012
E01001833,E09000012
E01001834,E09000012
E01001835,E09000012
E01001836,E09000012
E01001837,E09000012
E01001838,E09000012
E01001839,E09000012
E01001840,E09000012
E01001841,E09000012
E01001842,E09000012
E01001843,E09000012
E01001844,E09000012
E01001845,E09000012
E01001846,E09000012
E01001847,E09000012
E01001848,E09000012
E01001849,E09000012
E01001850,E09000012
E01001851,E09000013
E01001852,E09000013
E01001853,E09000013
E01001854,E09000013
E01001855,E09000013
E01001856,E09000013
E01001857,E09000013
E01001858,E09000013
E01001859,E09000013
E01001860,E09000013
E01001861,E09000013
E01001862,E09000013
E01001863,E09000013
E01001864,E09000013
E01001865,E09000013
E01001866,E09000013
E01001867,E09000013
E01001868,E09000013
E01001869,E09000013
E01001870,E09000013
E01001871,E09000013
E01001872,E09000013
E01001873,E09000013
E01001874,E09000013
E01001875,E09000013
E01001876,E09000013
E01001877,E09000013
E01001878,E09000013
E01001879,E09000013
E01001880,E09000013
E01001881,E09000013
E01001882,E09000013
E01001883,E09000013
E01001884,E09000013
E01001885,E09000013
E01001886,E09000013
E01001887,E09000013
E01001888,E09000013
E01001889,E09000013
E01001890,E09000013
E01001891,E09000013
E01001892,E09000013
E01001893,E09000013
E01001894,E09000013
E01001895,E09000013
E01001896,E09000013
E01001897,E09000013
E01001898,E09000013
E01001899,E09000013
E01001900,E09000013
E01001901,E09000013
E01001902,E09000013
E01001903,E09000013
E01001904,E09000013
E01001905,E09000013
E01001906,E09000013
E01001907,E09000013
E01001908,E09000013
E01001909,E09000013
E01001910,E09000013
E01001911,E09000013
E01001912,E09000013
E01001913,E09000013
E01001914,E09000013
E01001915,E09000013
E01001916,E09000013
E01001917,E09000013
E01001918,E09000013
E01001919,E09000013
E01001920,E09000013
E01001921,E09000013
E01001922,E09000013
E01001923,E09000013
E01001924,E09000013
E01001925,E09000013
E01001926,E09000013
E01001927,E09000013
E01001928,E09000013
E01001929,E09000013
E01001930,E09000013
E01001931,E09000013
E01001932,E09000013
E01001933,E09000013
E01001934,E09000013
E01001935,E09000013
E01001937,E09000013
E01001938,E09000013
E01001939,E09000013
E01001940,E09000013
E01001941,E09000013
E01001942,E09000013
E01001943,E09000013
E01001944,E09000013
E01001945,E09000013
E01001946,E09000013
E01001947,E09000013
E01001948,E09000013
E01001949,E09000013
E01001950,E09000013
E01001951,E09000013
E01001952,E09000013
E01001953,E09000013
E01001954,E09000013
E01001955,E09000013
E01001956,E09000013
E01001957,E09000013
E01001958,E09000013
E01001959,E09000013
E01001960,E09000013
E01001961,E09000013
E01001962,E09000014
E01001963,E09000014
E01001964,E09000014
E01001965,E09000014
E01001966,E09000014
E01001967,E09000014
E01001968,E09000014
E01001969,E09000014
E01001970,E09000014
E01001971,E09000014
E01001972,E09000014
E01001973,E09000014
E01001974,E09000014
E01001975,E09000014
E01001976,E09000014
E01001977,E09000014
E01001978,E09000014
E01001979,E09000014
E01001980,E09000014
E01001981,E09000014
E01001982,E09000014
E01001983,E09000014
E01001984,E09000014
E01001985,E09000014
E01001986,E09000014
E01001987,E09000014
E01001988,E09000014
E01001989,E09000014
E01001990,E09000014
E01001991,E09000014
E01001992,E09000014
E01001993,E09000014
E01001994,E09000014
E01001995,E09000014
E01001996,E09000014
E01001997,E09000014
E01001998,E09000014
E01001999,E09000014
E01002000,E09000014
E01002001,E09000014
E01002002,E09000014
E01002003,E09000014
E01002004,E09000014
E01002005,E09000014
E01002006,E09000014
E01002007,E09000014
E01002008,E09000014
E01002009,E09000014
E01002010,E09000014
E01002011,E09000014
E01002013,E09000014
E01002014,E09000014
E01002015,E09000014
E01002016,E09000014
E01002017,E09000014
E01002018,E09000014
E01002019,E09000014
E01002020,E09000014
E01002021,E09000014
E01002022,E09000014
E01002023,E09000014
E01002024,E09000014
E01002025,E09000014
E01002026,E09000014
E01002027,E09000014
E01002028,E09000014
E01002029,E09000014
E01002030,E09000014
E01002031,E09000014
E01002032,E09000014
E01002033,E09000014
E01002034,E09000014
E01002036,E09000014
E01002037,E09000014
E01002038,E09000014
E01002039,E09000014
E01002040,E09000014
E01002041,E09000014
E01002042,E09000014
E01002043,E09000014
E01002044,E09000014
E01002045,E09000014
E01002046,E09000014
E01002047,E09000014
E01002048,E09000014
E01002049,E09000014
E01002050,E09000014
E01002051,E09000014
E01002052,E09000014
E01002053,E09000014
E01002054,E09000014
E01002055,E09000014
E01002056,E09000014
E01002057,E09000014
E01002058,E09000014
E01002059,E09000014
E01002060,E09000014
E01002061,E09000014
E01002062,E09000014
E01002063,E09000014
E01002064,E09000014
E01002065,E09000014
E01002066,E09000014
E01002067,E09000014
E01002068,E09000014
E01002069,E09000014
E01002070,E09000014
E01002071,E09000014
E01002072,E09000014
E01002073,E09000014
E01002074,E09000014
E01002075,E09000014
E01002076,E09000014
E01002077,E09000014
E01002078,E09000014
E01002079,E09000014
E01002080,E09000014
E01002081,E09000014
E01002082,E09000014
E01002083,E09000014
E01002084,E09000014
E01002085,E09000014
E01002086,E09000014
E01002087,E09000014
E01002088,E09000014
E01002089,E09000014
E01002090,E09000014
E01002091,E09000014
E01002092,E09000014
E01002093,E09000014
E01002094,E09000014
E01002095,E09000014
E01002096,E09000014
E01002097,E09000014
E01002098,E09000014
E01002099,E09000014
E01002100,E09000014
E01002101,E09000014
E01002102,E09000014
E01002103,E09000014
E01002104,E09000014
E01002105,E09000014
E01002106,E09000015
E01002107,E09000015
E01002108,E09000015
E01002109,E09000015
E01002110,E09000015
E01002111,E09000015
E01002112,E09000015
E01002113,E09000015
E01002114,E09000015
E01002115,E09000015
E01002116,E09000015
E01002117,E09000015
E01002118,E09000015
E01002119,E09000015
E01002120,E09000015
E01002121,E09000015
E01002122,E09000015
E01002123,E09000015
E01002124,E09000015
E01002125,E09000015
E01002126,E09000015
E01002127,E09000015
E01002128,E09000015
E01002129,E09000015
E01002130,E09000015
E01002131,E09000015
E01002132,E09000015
E01002133,E09000015
E01002134,E09000015
E01002135,E09000015
E01002136,E09000015
E01002137,E09000015
E01002138,E09000015
E01002139,E09000015
E01002140,E09000015
E01002141,E09000015
E01002142,E09000015
E01002143,E09000015
E01002144,E09000015
E01002145,E09000015
E01002146,E09000015
E01002147,E09000015
E01002148,E09000015
E01002149,E09000015
E01002150,E09000015
E01002151,E09000015
E01002152,E09000015
E01002153,E09000015
E01002154,E09000015
E01002155,E09000015
E01002156,E09000015
E01002157,E09000015
E01002158,E09000015
E01002159,E09000015
E01002160,E09000015
E01002161,E09000015
E01002162,E09000015
E01002163,E09000015
E01002164,E09000015
E01002165,E09000015
E01002166,E09000015
E01002167,E09000015
E01002168,E09000015
E01002169,E09000015
E01002170,E09000015
E01002171,E09000015
E01002172,E09000015
E01002173,E09000015
E01002174,E09000015
E01002175,E09000015
E01002176,E09000015
E01002177,E09000015
E01002178,E09000015
E01002179,E09000015
E01002180,E09000015
E01002181,E09000015
E01002182,E09000015
E01002183,E09000015
E01002184,E09000015
E01002185,E09000015
E01002186,E09000015
E01002187,E09000015
E01002188,E09000015
E01002189,E09000015
E01002190,E09000015
E01002191,E09000015
E01002192,E09000015
E01002193,E09000015
E01002194,E09000015
E01002195,E09000015
E01002196,E09000015
E01002197,E09000015
E01002198,E09000015
E01002199,E09000015
E01002200,E09000015
E01002201,E09000015
E01002202,E09000015
E01002203,E09000015
E01002204,E09000015
E01002206,E09000015
E01002207,E09000015
E01002208,E09000015
E01002209,E09000015
E01002210,E09000015
E01002211,E09000015
E01002212,E09000015
E01002213,E09000015
E01002214,E09000015
E01002215,E09000015
E01002216,E09000015
E01002217,E09000015
E01002218,E09000015
E01002219,E09000015
E01002220,E09000015
E01002221,E09000015
E01002222,E09000015
E01002223,E09000015
E01002224,E09000015
E01002225,E09000015
E01002226,E09000015
E01002227,E09000015
E01002228,E09000015
E01002229,E09000015
E01002230,E09000015
E01002231,E09000015
E01002232,E09000015
E01002233,E09000015
E01002234,E09000015
E01002235,E09000015
E01002236,E09000015
E01002237,E09000015
E01002238,E09000015
E01002239,E09000015
E01002240,E09000015
E01002241,E09000015
E01002242,E09000015
E01002243,E09000016
E01002244,E09000016
E01002245,E09000016
E01002246,E09000016
E01002247,E09000016
E01002248,E09000016
E01002249,E09000016
E01002250,E09000016
E01002251,E09000016
E01002252,E09000016
E01002253,E09000016
E01002254,E09000016
E01002255,E09000016
E01002256,E09000016
E01002257,E09000016
E01002258,E09000016
E01002259,E09000016
E01002260,E09000016
E01002261,E09000016
E01002262,E09000016
E01002263,E09000016
E01002264,E09000016
E01002265,E09000016
E01002266,E09000016
E01002267,E09000016
E01002268,E09000016
E01002269,E09000016
E01002270,E09000016
E01002271,E09000016
E01002272,E09000016
E01002273,E09000016
E01002274,E09000016
E01002275,E09000016
E01002276,E09000016
E01002277,E09000016
E01002278,E09000016
E01002279,E09000016
E01002280,E09000016
E01002281,E09000016
E01002282,E09000016
E01002283,E09000016
E01002284,E09000016
E01002285,E09000016
E01002286,E09000016
E01002287,E09000016
E01002288,E09000016
E01002289,E09000016
E01002290,E09000016
E01002291,E09000016
E01002292,E09000016
E01002293,E09000016
E01002294,E09000016
E01002295,E09000016
E01002296,E09000016
E01002297,E09000016
E01002298,E09000016
E01002299,E09000016
E01002300,E09000016
E01002301,E09000016
E01002302,E09000016
E01002303,E09000016
E01002304,E09000016
E01002305,E09000016
E01002306,E09000016
E01002307,E09000016
E01002308,E09000016
E01002309,E09000016
E01002310,E09000016
E01002311,E09000016
E01002312,E09000016
E01002313,E09000016
E01002314,E09000016
E01002315,E09000016
E01002316,E09000016
E01002317,E09000016
E01002318,E09000016
E01002319,E09000016
E01002320,E09000016
E01002321,E09000016
E01002322,E09000016
E01002323,E09000016
E01002324,E09000016
E01002325,E09000016
E01002326,E09000016
E01002327,E09000016
E01002328,E09000016
E01002329,E09000016
E01002330,E09000016
E01002331,E09000016
E01002332,E09000016
E01002333,E09000016
E01002334,E09000016
E01002335,E09000016
E01002336,E09000016
E01002337,E09000016
E01002338,E09000016
E01002339,E09000016
E01002340,E09000016
E01002341,E09000016
E01002342,E09000016
E01002343,E09000016
E01002344,E09000016
E01002345,E09000016
E01002346,E09000016
E01002347,E09000016
E01002348,E09000016
E01002349,E09000016
E01002350,E09000016
E01002351,E09000016
E01002352,E09000016
E01002353,E09000016
E01002354,E09000016
E01002355,E09000016
E01002356,E09000016
E01002358,E09000016
E01002359,E09000016
E01002360,E09000016
E01002361,E09000016
E01002362,E09000016
E01002363,E09000016
E01002364,E09000016
E01002365,E09000016
E01002366,E09000016
E01002367,E09000016
E01002368,E09000016
E01002369,E09000016
E01002370,E09000016
E01002371,E09000016
E01002372,E09000016
E01002373,E09000016
E01002374,E09000016
E01002375,E09000016
E01002376,E09000016
E01002377,E09000016
E01002378,E09000016
E01002379,E09000016
E01002380,E09000016
E01002381,E09000016
E01002382,E09000016
E01002383,E09000016
E01002384,E09000016
E01002385,E09000016
E01002386,E09000016
E01002387,E09000016
E01002388,E09000016
E01002389,E09000016
E01002390,E09000016
E01002391,E09000016
E01002392,E09000017
E01002393,E09000017
E01002394,E09000017
E01002395,E09000017
E01002396,E09000017
E01002397,E09000017
E01002398,E09000017
E01002399,E09000017
E01002400,E09000017
E01002401,E09000017
E01002402,E09000017
E01002403,E09000017
E01002404,E09000017
E01002405,E09000017
E01002406,E09000017
E01002407,E09000017
E01002408,E09000017
E01002409,E09000017
E01002410,E09000017
E01002411,E09000017
E01002412,E09000017
E01002413,E09000017
E01002414,E09000017
E01002415,E09000017
E01002416,E09000017
E01002417,E09000017
E01002418,E09000017
E01002419,E09000017
E01002420,E09000017
E01002421,E09000017
E01002422,E09000017
E01002423,E09000017
E01002424,E09000017
E01002425,E09000017
E01002426,E09000017
E01002427,E09000017
E01002428,E09000017
E01002429,E09000017
E01002430,E09000017
E01002431,E09000017
E01002432,E09000017
E01002433,E09000017
E01002434,E09000017
E01002435,E09000017
E01002436,E09000017
E01002437,E09000017
E01002438,E09000017
E01002439,E09000017
E01002440,E09000017
E01002441,E09000017
E01002442,E09000017
E01002443,E09000017
E01002444,E09000017
E01002445,E09000017
E01002446,E09000017
E01002447,E09000017
E01002448,E09000017
E01002449,E09000017
E01002450,E09000017
E01002451,E09000017
E01002452,E09000017
E01002453,E09000017
E01002454,E09000017
E01002455,E09000017
E01002456,E09000017
E01002457,E09000017
E01002458,E09000017
E01002459,E09000017
E01002460,E09000017
E01002461,E09000017
E01002462,E09000017
E01002463,E09000017
E01002464,E09000017
E01002465,E09000017
E01002466,E09000017
E01002467,E09000017
E01002468,E09000017
E01002469,E09000017
E01002470,E09000017
E01002471,E09000017
E01002472,E09000017
E01002473,E09000017
E01002474,E09000017
E01002475,E09000017
E01002476,E09000017
E01002477,E09000017
E01002478,E09000017
E01002479,E09000017
E01002480,E09000017
E01002481,E09000017
E01002482,E09000017
E01002483,E09000017
E01002484,E09000017
E01002485,E09000017
E01002486,E09000017
E01002487,E09000017
E01002488,E09000017
E01002489,E09000017
E01002490,E09000017
E01002491,E09000017
E01002492,E09000017
E01002493,E09000017
E01002494,E09000017
E01002495,E09000017
E01002496,E09000017
E01002497,E09000017
E01002498,E09000017
E01002499,E09000017
E01002501,E09000017
E01002502,E09000017
E01002503,E09000017
E01002504,E09000017
E01002505,E09000017
E01002506,E09000017
E01002507,E09000017
E01002508,E09000017
E01002509,E09000017
E01002511,E09000017
E01002512,E09000017
E01002513,E09000017
E01002514,E09000017
E01002515,E09000017
E01002516,E09000017
E01002518,E09000017
E01002519,E09000017
E01002520,E09000017
E01002521,E09000017
E01002523,E09000017
E01002525,E09000017
E01002526,E09000017
E01002527,E09000017
E01002528,E09000017
E01002529,E09000017
E01002530,E09000017
E01002531,E09000017
E01002532,E09000017
E01002533,E09000017
E01002534,E09000017
E01002535,E09000017
E01002536,E09000017
E01002537,E09000017
E01002538,E09000017
E01002539,E09000017
E01002540,E09000017
E01002541,E09000017
E01002542,E09000017
E01002543,E09000017
E01002544,E09000017
E01002545,E09000017
E01002546,E09000017
E01002547,E09000017
E01002548,E09000017
E01002549,E09000017
E01002550,E09000017
E01002551,E09000017
E01002552,E09000017
E01002553,E09000017
E01002554,E09000017
E01002555,E09000018
E01002556,E09000018
E01002557,E09000018
E01002558,E09000018
E01002559,E09000018
E01002560,E09000018
E01002561,E09000018
E01002562,E09000018
E01002563,E09000018
E01002564,E09000018
E01002565,E09000018
E01002566,E09000018
E01002567,E09000018
E01002568,E09000018
E01002569,E09000018
E01002570,E09000018
E01002571,E09000018
E01002572,E09000018
E01002573,E09000018
E01002574,E09000018
E01002575,E09000018
E01002576,E09000018
E01002577,E09000018
E01002578,E09000018
E01002579,E09000018
E01002580,E09000018
E01002581,E09000018
E01002582,E09000018
E01002583,E09000018
E01002584,E09000018
E01002585,E09000018
E01002586,E09000018
E01002587,E09000018
E01002588,E09000018
E01002589,E09000018
E01002590,E09000018
E01002591,E09000018
E01002592,E09000018
E01002593,E09000018
E01002594,E09000018
E01002595,E09000018
E01002596,E09000018
E01002598,E09000018
E01002599,E09000018
E01002600,E09000018
E01002601,E09000018
E01002602,E09000018
E01002603,E09000018
E01002604,E09000018
E01002605,E09000018
E01002606,E09000018
E01002607,E09000018
E01002608,E09000018
E01002609,E09000018
E01002610,E09000018
E01002611,E09000018
E01002612,E09000018
E01002613,E09000018
E01002614,E09000018
E01002615,E09000018
E01002616,E09000018
E01002617,E09000018
E01002618,E09000018
E01002619,E09000018
E01002620,E09000018
E01002621,E09000018
E01002622,E09000018
E01002623,E09000018
E01002624,E09000018
E01002625,E09000018
E01002626,E09000018
E01002627,E09000018
E01002628,E09000018
E01002629,E09000018
E01002630,E09000018
E01002631,E09000018
E01002632,E09000018
E01002633,E09000018
E01002634,E09000018
E01002635,E09000018
E01002636,E09000018
E01002637,E09000018
E01002638,E09000018
E01002639,E09000018
E01002640,E09000018
E01002641,E09000018
E01002642,E09000018
E01002643,E09000018
E01002645,E09000018
E01002646,E09000018
E01002647,E09000018
E01002648,E09000018
E01002649,E09000018
E01002650,E09000018
E01002651,E09000018
E01002652,E09000018
E01002653,E09000018
E01002654,E09000018
E01002655,E09000018
E01002656,E09000018
E01002657,E09000018
E01002658,E09000018
E01002659,E09000018
E01002660,E09000018
E01002661,E09000018
E01002662,E09000018
E01002663,E09000018
E01002664,E09000018
E01002665,E09000018
E01002666,E09000018
E01002667,E09000018
E01002668,E09000018
E01002669,E09000018
E01002670,E09000018
E01002671,E09000018
E01002672,E09000018
E01002673,E09000018
E01002674,E09000018
E01002675,E09000018
E01002676,E09000018
E01002677,E09000018
E01002678,E09000018
E01002679,E09000018
E01002680,E09000018
E01002681,E09000018
E01002682,E09000018
E01002683,E09000018
E01002684,E09000018
E01002686,E09000018
E01002687,E09000018
E01002689,E09000018
E01002690,E09000018
E01002691,E09000018
E01002692,E09000018
E01002693,E09000018
E01002694,E09000019
E01002695,E09000019
E01002696,E09000019
E01002697,E09000019
E01002698,E09000019
E01002699,E09000019
E01002700,E09000019
E01002701,E09000019
E01002702,E09000019
E01002703,E09000019
E01002704,E09000019
E01002706,E09000019
E01002707,E09000019
E01002708,E09000019
E01002709,E09000019
E01002710,E09000019
E01002711,E09000019
E01002712,E09000019
E01002713,E09000019
E01002714,E09000019
E01002715,E09000019
E01002716,E09000019
E01002717,E09000019
E01002718,E09000019
E01002719,E09000019
E01002720,E09000019
E01002721,E09000019
E01002722,E09000019
E01002723,E09000019
E01002724,E09000019
E01002725,E09000019
E01002726,E09000019
E01002727,E09000019
E01002728,E09000019
E01002729,E09000019
E01002730,E09000019
E01002731,E09000019
E01002732,E09000019
E01002733,E09000019
E01002734,E09000019
E01002735,E09000019
E01002736,E09000019
E01002737,E09000019
E01002738,E09000019
E01002739,E09000019
E01002740,E09000019
E01002741,E09000019
E01002742,E09000019
E01002743,E09000019
E01002744,E09000019
E01002745,E09000019
E01002747,E09000019
E01002748,E09000019
E01002749,E09000019
E01002751,E09000019
E01002752,E09000019
E01002753,E09000019
E01002754,E09000019
E01002755,E09000019
E01002756,E09000019
E01002757,E09000019
E01002758,E09000019
E01002759,E09000019
E01002760,E09000019
E01002762,E09000019
E01002763,E09000019
E01002764,E09000019
E01002765,E09000019
E01002766,E09000019
E01002767,E09000019
E01002768,E09000019
E01002769,E09000019
E01002770,E09000019
E01002771,E09000019
E01002772,E09000019
E01002773,E09000019
E01002774,E09000019
E01002775,E09000019
E01002776,E09000019
E01002777,E09000019
E01002778,E09000019
E01002779,E09000019
E01002780,E09000019
E01002781,E09000019
E01002782,E09000019
E01002783,E09000019
E01002784,E09000019
E01002785,E09000019
E01002786,E09000019
E01002787,E09000019
E01002788,E09000019
E01002789,E09000019
E01002790,E09000019
E01002791,E09000019
E01002792,E09000019
E01002793,E09000019
E01002794,E09000019
E01002795,E09000019
E01002796,E09000019
E01002797,E09000019
E01002798,E09000019
E01002799,E09000019
E01002800,E09000019
E01002801,E09000019
E01002802,E09000019
E01002803,E09000019
E01002804,E09000019
E01002805,E09000019
E01002806,E09000019
E01002807,E09000019
E01002808,E09000019
E01002809,E09000019
E01002810,E09000019
E01002811,E09000019
E01002812,E09000020
E01002813,E09000020
E01002814,E09000020
E01002815,E09000020
E01002816,E09000020
E01002817,E09000020
E01002818,E09000020
E01002819,E09000020
E01002820,E09000020
E01002821,E09000020
E01002822,E09000020
E01002823,E09000020
E01002824,E09000020
E01002825,E09000020
E01002826,E09000020
E01002827,E09000020
E01002828,E09000020
E01002829,E09000020
E01002830,E09000020
E01002831,E09000020
E01002832,E09000020
E01002833,E09000020
E01002834,E09000020
E01002835,E09000020
E01002836,E09000020
E01002837,E09000020
E01002838,E09000020
E01002839,E09000020
E01002840,E09000020
E01002841,E09000020
E01002842,E09000020
E01002843,E09000020
E01002844,E09000020
