LSOA11CD,LAD11CD
E01002845,E09000020
E01002846,E09000020
E01002847,E09000020
E01002848,E09000020
E01002849,E09000020
E01002850,E09000020
E01002851,E09000020
E01002852,E09000020
E01002853,E09000020
E01002854,E09000020
E01002855,E09000020
E01002856,E09000020
E01002857,E09000020
E01002858,E09000020
E01002859,E09000020
E01002860,E09000020
E01002861,E09000020
E01002862,E09000020
E01002863,E09000020
E01002864,E09000020
E01002865,E09000020
E01002866,E09000020
E01002867,E09000020
E01002868,E09000020
E01002869,E09000020
E01002870,E09000020
E01002871,E09000020
E01002872,E09000020
E01002873,E09000020
E01002874,E09000020
E01002875,E09000020
E01002876,E09000020
E01002877,E09000020
E01002878,E09000020
E01002879,E09000020
E01002880,E09000020
E01002881,E09000020
E01002882,E09000020
E01002883,E09000020
E01002884,E09000020
E01002885,E09000020
E01002886,E09000020
E01002887,E09000020
E01002888,E09000020
E01002889,E09000020
E01002890,E09000020
E01002891,E09000020
E01002892,E09000020
E01002893,E09000020
E01002894,E09000020
E01002895,E09000020
E01002896,E09000020
E01002897,E09000020
E01002898,E09000020
E01002899,E09000020
E01002900,E09000020
E01002901,E09000020
E01002902,E09000020
E01002903,E09000020
E01002904,E09000020
E01002905,E09000020
E01002906,E09000020
E01002907,E09000020
E01002908,E09000020
E01002909,E09000020
E01002910,E09000020
E01002911,E09000020
E01002912,E09000020
E01002913,E09000020
E01002914,E09000020
E01002915,E09000021
E01002916,E09000021
E01002917,E09000021
E01002918,E09000021
E01002919,E09000021
E01002920,E09000021
E01002921,E09000021
E01002922,E09000021
E01002923,E09000021
E01002924,E09000021
E01002925,E09000021
E01002926,E09000021
E01002927,E09000021
E01002928,E09000021
E01002929,E09000021
E01002930,E09000021
E01002931,E09000021
E01002932,E09000021
E01002933,E09000021
E01002934,E09000021
E01002935,E09000021
E01002937,E09000021
E01002938,E09000021
E01002939,E09000021
E01002940,E09000021
E01002941,E09000021
E01002942,E09000021
E01002943,E09000021
E01002944,E09000021
E01002945,E09000021
E01002946,E09000021
E01002947,E09000021
E01002948,E09000021
E01002949,E09000021
E01002950,E09000021
E01002951,E09000021
E01002952,E09000021
E01002953,E09000021
E01002954,E09000021
E01002955,E09000021
E01002956,E09000021
E01002957,E09000021
E01002958,E09000021
E01002959,E09000021
E01002960,E09000021
E01002961,E09000021
E01002962,E09000021
E01002963,E09000021
E01002964,E09000021
E01002965,E09000021
E01002966,E09000021
E01002967,E09000021
E01002968,E09000021
E01002969,E09000021
E01002970,E09000021
E01002971,E09000021
E01002972,E09000021
E01002973,E09000021
E01002974,E09000021
E01002975,E09000021
E01002976,E09000021
E01002977,E09000021
E01002978,E09000021
E01002979,E09000021
E01002980,E09000021
E01002981,E09000021
E01002982,E09000021
E01002983,E09000021
E01002984,E09000021
E01002985,E09000021
E01002986,E09000021
E01002987,E09000021
E01002988,E09000021
E01002989,E09000021
E01002990,E09000021
E01002991,E09000021
E01002992,E09000021
E01002993,E09000021
E01002994,E09000021
E01002995,E09000021
E01002996,E09000021
E01002997,E09000021
E01002998,E09000021
E01002999,E09000021
E01003000,E09000021
E01003001,E09000021
E01003002,E09000021
E01003003,E09000021
E01003004,E09000021
E01003005,E09000021
E01003006,E09000021
E01003007,E09000021
E01003008,E09000021
E01003009,E09000021
E01003010,E09000021
E01003011,E09000021
E01003013,E09000022
E01003014,E09000022
E01003015,E09000022
E01003016,E09000022
E01003017,E09000022
E01003018,E09000022
E01003019,E09000022
E01003020,E09000022
E01003021,E09000022
E01003022,E09000022
E01003023,E09000022
E01003024,E09000022
E01003025,E09000022
E01003026,E09000022
E01003027,E09000022
E01003028,E09000022
E01003029,E09000022
E01003030,E09000022
E01003031,E09000022
E01003032,E09000022
E01003033,E09000022
E01003034,E09000022
E01003035,E09000022
E01003036,E09000022
E01003037,E09000022
E01003038,E09000022
E01003039,E09000022
E01003040,E09000022
E01003041,E09000022
E01003042,E09000022
E01003043,E09000022
E01003044,E09000022
E01003045,E09000022
E01003046,E09000022
E01003047,E09000022
E01003048,E09000022
E01003049,E09000022
E01003050,E09000022
E01003051,E09000022
E01003052,E09000022
E01003053,E09000022
E01003054,E09000022
E01003055,E09000022
E01003056,E09000022
E01003057,E09000022
E01003058,E09000022
E01003059,E09000022
E01003060,E09000022
E01003061,E09000022
E01003062,E09000022
E01003063,E09000022
E01003064,E09000022
E01003065,E09000022
E01003066,E09000022
E01003067,E09000022
E01003068,E09000022
E01003069,E09000022
E01003070,E09000022
E01003071,E09000022
E01003072,E09000022
E01003073,E09000022
E01003074,E09000022
E01003075,E09000022
E01003076,E09000022
E01003077,E09000022
E01003078,E09000022
E01003079,E09000022
E01003080,E09000022
E01003081,E09000022
E01003082,E09000022
E01003083,E09000022
E01003084,E09000022
E01003085,E09000022
E01003086,E09000022
E01003087,E09000022
E01003088,E09000022
E01003089,E09000022
E01003090,E09000022
E01003091,E09000022
E01003092,E09000022
E01003093,E09000022
E01003094,E09000022
E01003095,E09000022
E01003096,E09000022
E01003097,E09000022
E01003098,E09000022
E01003099,E09000022
E01003100,E09000022
E01003101,E09000022
E01003102,E09000022
E01003104,E09000022
E01003105,E09000022
E01003106,E09000022
E01003107,E09000022
E01003108,E09000022
E01003109,E09000022
E01003110,E09000022
E01003111,E09000022
E01003112,E09000022
E01003113,E09000022
E01003114,E09000022
E01003115,E09000022
E01003116,E09000022
E01003117,E09000022
E01003118,E09000022
E01003119,E09000022
E01003120,E09000022
E01003121,E09000022
E01003122,E09000022
E01003123,E09000022
E01003124,E09000022
E01003125,E09000022
E01003126,E09000022
E01003127,E09000022
E01003128,E09000022
E01003129,E09000022
E01003130,E09000022
E01003131,E09000022
E01003132,E09000022
E01003133,E09000022
E01003134,E09000022
E01003135,E09000022
E01003136,E09000022
E01003137,E09000022
E01003138,E09000022
E01003139,E09000022
E01003140,E09000022
E01003141,E09000022
E01003142,E09000022
E01003143,E09000022
E01003144,E09000022
E01003145,E09000022
E01003146,E09000022
E01003147,E09000022
E01003148,E09000022
E01003149,E09000022
E01003150,E09000022
E01003151,E09000022
E01003152,E09000022
E01003153,E09000022
E01003154,E09000022
E01003155,E09000022
E01003156,E09000022
E01003157,E09000022
E01003158,E09000022
E01003159,E09000022
E01003160,E09000022
E01003161,E09000022
E01003162,E09000022
E01003163,E09000022
E01003164,E09000022
E01003165,E09000022
E01003166,E09000022
E01003167,E09000022
E01003168,E09000022
E01003169,E09000022
E01003170,E09000022
E01003171,E09000022
E01003172,E09000022
E01003173,E09000022
E01003174,E09000022
E01003175,E09000022
E01003176,E09000022
E01003177,E09000022
E01003178,E09000022
E01003179,E09000022
E01003180,E09000022
E01003181,E09000022
E01003182,E09000022
E01003183,E09000022
E01003184,E09000022
E01003185,E09000022
E01003186,E09000022
E01003187,E09000022
E01003188,E09000022
E01003189,E09000023
E01003190,E09000023
E01003191,E09000023
E01003192,E09000023
E01003193,E09000023
E01003194,E09000023
E01003195,E09000023
E01003196,E09000023
E01003197,E09000023
E01003198,E09000023
E01003199,E09000023
E01003200,E09000023
E01003201,E09000023
E01003202,E09000023
E01003203,E09000023
E01003204,E09000023
E01003205,E09000023
E01003206,E09000023
E01003207,E09000023
E01003209,E09000023
E01003210,E09000023
E01003211,E09000023
E01003212,E09000023
E01003213,E09000023
E01003214,E09000023
E01003215,E09000023
E01003216,E09000023
E01003217,E09000023
E01003218,E09000023
E01003219,E09000023
E01003220,E09000023
E01003221,E09000023
E01003222,E09000023
E01003223,E09000023
E01003224,E09000023
E01003225,E09000023
E01003226,E09000023
E01003227,E09000023
E01003228,E09000023
E01003229,E09000023
E01003230,E09000023
E01003231,E09000023
E01003232,E09000023
E01003233,E09000023
E01003235,E09000023
E01003236,E09000023
E01003237,E09000023
E01003238,E09000023
E01003239,E09000023
E01003240,E09000023
E01003241,E09000023
E01003243,E09000023
E01003244,E09000023
E01003245,E09000023
E01003246,E09000023
E01003247,E09000023
E01003248,E09000023
E01003249,E09000023
E01003250,E09000023
E01003251,E09000023
E01003252,E09000023
E01003253,E09000023
E01003254,E09000023
E01003255,E09000023
E01003256,E09000023
E01003257,E09000023
E01003258,E09000023
E01003259,E09000023
E01003260,E09000023
E01003261,E09000023
E01003262,E09000023
E01003263,E09000023
E01003264,E09000023
E01003265,E09000023
E01003266,E09000023
E01003267,E09000023
E01003268,E09000023
E01003269,E09000023
E01003270,E09000023
E01003271,E09000023
E01003272,E09000023
E01003273,E09000023
E01003274,E09000023
E01003275,E09000023
E01003276,E09000023
E01003277,E09000023
E01003278,E09000023
E01003279,E09000023
E01003280,E09000023
E01003281,E09000023
E01003282,E09000023
E01003283,E09000023
E01003284,E09000023
E01003285,E09000023
E01003286,E09000023
E01003287,E09000023
E01003288,E09000023
E01003290,E09000023
E01003291,E09000023
E01003292,E09000023
E01003293,E09000023
E01003295,E09000023
E01003296,E09000023
E01003297,E09000023
E01003298,E09000023
E01003299,E09000023
E01003300,E09000023
E01003301,E09000023
E01003302,E09000023
E01003303,E09000023
E01003304,E09000023
E01003305,E09000023
E01003307,E09000023
E01003308,E09000023
E01003309,E09000023
E01003310,E09000023
E01003311,E09000023
E01003312,E09000023
E01003313,E09000023
E01003314,E09000023
E01003315,E09000023
E01003316,E09000023
E01003317,E09000023
E01003318,E09000023
E01003319,E09000023
E01003320,E09000023
E01003321,E09000023
E01003322,E09000023
E01003323,E09000023
E01003324,E09000023
E01003325,E09000023
E01003326,E09000023
E01003327,E09000023
E01003328,E09000023
E01003329,E09000023
E01003330,E09000023
E01003331,E09000023
E01003332,E09000023
E01003333,E09000023
E01003334,E09000023
E01003335,E09000023
E01003336,E09000023
E01003337,E09000023
E01003338,E09000023
E01003339,E09000023
E01003340,E09000023
E01003341,E09000023
E01003342,E09000023
E01003343,E09000023
E01003344,E09000023
E01003345,E09000023
E01003346,E09000023
E01003347,E09000023
E01003348,E09000023
E01003349,E09000023
E01003350,E09000023
E01003351,E09000023
E01003352,E09000023
E01003353,E09000023
E01003354,E09000023
E01003355,E09000024
E01003356,E09000024
E01003357,E09000024
E01003358,E09000024
E01003359,E09000024
E01003360,E09000024
E01003361,E09000024
E01003362,E09000024
E01003363,E09000024
E01003364,E09000024
E01003365,E09000024
E01003366,E09000024
E01003367,E09000024
E01003368,E09000024
E01003369,E09000024
E01003370,E09000024
E01003371,E09000024
E01003372,E09000024
E01003373,E09000024
E01003374,E09000024
E01003375,E09000024
E01003376,E09000024
E01003377,E09000024
E01003378,E09000024
E01003379,E09000024
E01003380,E09000024
E01003381,E09000024
E01003382,E09000024
E01003383,E09000024
E01003384,E09000024
E01003385,E09000024
E01003386,E09000024
E01003387,E09000024
E01003388,E09000024
E01003389,E09000024
E01003390,E09000024
E01003391,E09000024
E01003392,E09000024
E01003393,E09000024
E01003394,E09000024
E01003395,E09000024
E01003396,E09000024
E01003397,E09000024
E01003398,E09000024
E01003399,E09000024
E01003400,E09000024
E01003401,E09000024
E01003402,E09000024
E01003403,E09000024
E01003404,E09000024
E01003405,E09000024
E01003406,E09000024
E01003407,E09000024
E01003408,E09000024
E01003409,E09000024
E01003410,E09000024
E01003411,E09000024
E01003412,E09000024
E01003413,E09000024
E01003414,E09000024
E01003415,E09000024
E01003416,E09000024
E01003417,E09000024
E01003418,E09000024
E01003419,E09000024
E01003420,E09000024
E01003421,E09000024
E01003422,E09000024
E01003423,E09000024
E01003424,E09000024
E01003425,E09000024
E01003426,E09000024
E01003427,E09000024
E01003428,E09000024
E01003429,E09000024
E01003430,E09000024
E01003431,E09000024
E01003432,E09000024
E01003433,E09000024
E01003434,E09000024
E01003435,E09000024
E01003436,E09000024
E01003437,E09000024
E01003438,E09000024
E01003439,E09000024
E01003440,E09000024
E01003441,E09000024
E01003442,E09000024
E01003443,E09000024
E01003444,E09000024
E01003445,E09000024
E01003446,E09000024
E01003447,E09000024
E01003448,E09000024
E01003449,E09000024
E01003450,E09000024
E01003451,E09000024
E01003452,E09000024
E01003453,E09000024
E01003454,E09000024
E01003455,E09000024
E01003456,E09000024
E01003457,E09000024
E01003458,E09000024
E01003459,E09000024
E01003460,E09000024
E01003461,E09000024
E01003462,E09000024
E01003463,E09000024
E01003464,E09000024
E01003465,E09000024
E01003466,E09000024
E01003467,E09000024
E01003468,E09000024
E01003469,E09000024
E01003470,E09000024
E01003471,E09000024
E01003472,E09000024
E01003473,E09000024
E01003474,E09000024
E01003475,E09000024
E01003476,E09000024
E01003477,E09000024
E01003478,E09000024
E01003479,E09000025
E01003480,E09000025
E01003481,E09000025
E01003482,E09000025
E01003483,E09000025
E01003484,E09000025
E01003485,E09000025
E01003486,E09000025
E01003487,E09000025
E01003488,E09000025
E01003489,E09000025
E01003490,E09000025
E01003491,E09000025
E01003492,E09000025
E01003493,E09000025
E01003494,E09000025
E01003495,E09000025
E01003496,E09000025
E01003497,E09000025
E01003498,E09000025
E01003499,E09000025
E01003500,E09000025
E01003501,E09000025
E01003502,E09000025
E01003503,E09000025
E01003506,E09000025
E01003507,E09000025
E01003508,E09000025
E01003509,E09000025
E01003511,E09000025
E01003512,E09000025
E01003513,E09000025
E01003514,E09000025
E01003515,E09000025
E01003516,E09000025
E01003517,E09000025
E01003518,E09000025
E01003519,E09000025
E01003520,E09000025
E01003521,E09000025
E01003522,E09000025
E01003523,E09000025
E01003524,E09000025
E01003525,E09000025
E01003526,E09000025
E01003527,E09000025
E01003528,E09000025
E01003529,E09000025
E01003530,E09000025
E01003531,E09000025
E01003532,E09000025
E01003533,E09000025
E01003534,E09000025
E01003535,E09000025
E01003536,E09000025
E01003537,E09000025
E01003538,E09000025
E01003539,E09000025
E01003540,E09000025
E01003541,E09000025
E01003542,E09000025
E01003543,E09000025
E01003544,E09000025
E01003545,E09000025
E01003546,E09000025
E01003547,E09000025
E01003548,E09000025
E01003549,E09000025
E01003550,E09000025
E01003551,E09000025
E01003552,E09000025
E01003553,E09000025
E01003554,E09000025
E01003555,E09000025
E01003556,E09000025
E01003557,E09000025
E01003558,E09000025
E01003559,E09000025
E01003560,E09000025
E01003561,E09000025
E01003562,E09000025
E01003563,E09000025
E01003564,E09000025
E01003565,E09000025
E01003566,E09000025
E01003567,E09000025
E01003568,E09000025
E01003569,E09000025
E01003570,E09000025
E01003571,E09000025
E01003572,E09000025
E01003573,E09000025
E01003574,E09000025
E01003575,E09000025
E01003576,E09000025
E01003577,E09000025
E01003578,E09000025
E01003579,E09000025
E01003580,E09000025
E01003581,E09000025
E01003582,E09000025
E01003583,E09000025
E01003584,E09000025
E01003585,E09000025
E01003586,E09000025
E01003587,E09000025
E01003588,E09000025
E01003589,E09000025
E01003590,E09000025
E01003591,E09000025
E01003592,E09000025
E01003593,E09000025
E01003594,E09000025
E01003595,E09000025
E01003596,E09000025
E01003597,E09000025
E01003598,E09000025
E01003599,E09000025
E01003600,E09000025
E01003601,E09000025
E01003602,E09000025
E01003603,E09000025
E01003604,E09000025
E01003605,E09000025
E01003606,E09000025
E01003607,E09000025
E01003608,E09000025
E01003609,E09000025
E01003611,E09000025
E01003615,E09000025
E01003616,E09000025
E01003617,E09000025
E01003618,E09000025
E01003619,E09000025
E01003621,E09000025
E01003622,E09000025
E01003623,E09000025
E01003624,E09000025
E01003625,E09000025
E01003626,E09000025
E01003627,E09000025
E01003628,E09000025
E01003629,E09000025
E01003630,E09000025
E01003631,E09000025
E01003632,E09000025
E01003633,E09000025
E01003634,E09000025
E01003635,E09000025
E01003636,E09000025
E01003637,E09000025
E01003638,E09000026
E01003639,E09000026
E01003640,E09000026
E01003641,E09000026
E01003642,E09000026
E01003643,E09000026
E01003644,E09000026
E01003645,E09000026
E01003646,E09000026
E01003647,E09000026
E01003648,E09000026
E01003649,E09000026
E01003650,E09000026
E01003651,E09000026
E01003652,E09000026
E01003653,E09000026
E01003654,E09000026
E01003655,E09000026
E01003656,E09000026
E01003657,E09000026
E01003658,E09000026
E01003659,E09000026
E01003660,E09000026
E01003661,E09000026
E01003662,E09000026
E01003663,E09000026
E01003664,E09000026
E01003665,E09000026
E01003666,E09000026
E01003668,E09000026
E01003669,E09000026
E01003670,E09000026
E01003671,E09000026
E01003672,E09000026
E01003673,E09000026
E01003674,E09000026
E01003675,E09000026
E01003676,E09000026
E01003677,E09000026
E01003678,E09000026
E01003679,E09000026
E01003680,E09000026
E01003681,E09000026
E01003682,E09000026
E01003683,E09000026
E01003684,E09000026
E01003685,E09000026
E01003686,E09000026
E01003688,E09000026
E01003689,E09000026
E01003690,E09000026
E01003691,E09000026
E01003692,E09000026
E01003693,E09000026
E01003694,E09000026
E01003695,E09000026
E01003696,E09000026
E01003697,E09000026
E01003698,E09000026
E01003699,E09000026
E01003700,E09000026
E01003701,E09000026
E01003702,E09000026
E01003703,E09000026
E01003704,E09000026
E01003705,E09000026
E01003706,E09000026
E01003707,E09000026
E01003708,E09000026
E01003709,E09000026
E01003710,E09000026
E01003711,E09000026
E01003712,E09000026
E01003713,E09000026
E01003714,E09000026
E01003715,E09000026
E01003716,E09000026
E01003718,E09000026
E01003719,E09000026
E01003720,E09000026
E01003721,E09000026
E01003722,E09000026
E01003723,E09000026
E01003724,E09000026
E01003725,E09000026
E01003726,E09000026
E01003727,E09000026
E01003728,E09000026
E01003729,E09000026
E01003730,E09000026
E01003731,E09000026
E01003732,E09000026
E01003733,E09000026
E01003734,E09000026
E01003735,E09000026
E01003736,E09000026
E01003737,E09000026
E01003738,E09000026
E01003739,E09000026
E01003740,E09000026
E01003741,E09000026
E01003742,E09000026
E01003743,E09000026
E01003744,E09000026
E01003745,E09000026
E01003746,E09000026
E01003747,E09000026
E01003748,E09000026
E01003749,E09000026
E01003750,E09000026
E01003751,E09000026
E01003752,E09000026
E01003753,E09000026
E01003754,E09000026
E01003755,E09000026
E01003756,E09000026
E01003757,E09000026
E01003758,E09000026
E01003759,E09000026
E01003760,E09000026
E01003761,E09000026
E01003762,E09000026
E01003763,E09000026
E01003764,E09000026
E01003765,E09000026
E01003766,E09000026
E01003767,E09000026
E01003768,E09000026
E01003769,E09000026
E01003770,E09000026
E01003771,E09000026
E01003772,E09000026
E01003773,E09000026
E01003774,E09000026
E01003775,E09000026
E01003776,E09000026
E01003777,E09000026
E01003778,E09000026
E01003779,E09000026
E01003780,E09000026
E01003781,E09000026
E01003782,E09000026
E01003783,E09000026
E01003784,E09000026
E01003785,E09000026
E01003786,E09000026
E01003787,E09000026
E01003788,E09000026
E01003789,E09000026
E01003790,E09000026
E01003791,E09000026
E01003792,E09000026
E01003793,E09000026
E01003794,E09000026
E01003795,E09000026
E01003796,E09000026
E01003797,E09000027
E01003798,E09000027
E01003799,E09000027
E01003800,E09000027
E01003801,E09000027
E01003802,E09000027
E01003803,E09000027
E01003804,E09000027
E01003805,E09000027
E01003806,E09000027
E01003807,E09000027
E01003808,E09000027
E01003809,E09000027
E01003810,E09000027
E01003811,E09000027
E01003812,E09000027
E01003813,E09000027
E01003814,E09000027
E01003815,E09000027
E01003816,E09000027
E01003817,E09000027
E01003818,E09000027
E01003819,E09000027
E01003820,E09000027
E01003821,E09000027
E01003822,E09000027
E01003823,E09000027
E01003824,E09000027
E01003825,E09000027
E01003826,E09000027
E01003827,E09000027
E01003828,E09000027
E01003829,E09000027
E01003830,E09000027
E01003831,E09000027
E01003832,E09000027
E01003833,E09000027
E01003834,E09000027
E01003835,E09000027
E01003836,E09000027
E01003837,E09000027
E01003838,E09000027
E01003839,E09000027
E01003840,E09000027
E01003841,E09000027
E01003842,E09000027
E01003843,E09000027
E01003844,E09000027
E01003845,E09000027
E01003846,E09000027
E01003847,E09000027
E01003848,E09000027
E01003849,E09000027
E01003851,E09000027
E01003852,E09000027
E01003853,E09000027
E01003854,E09000027
E01003855,E09000027
E01003856,E09000027
E01003857,E09000027
E01003858,E09000027
E01003859,E09000027
E01003860,E09000027
E01003861,E09000027
E01003862,E09000027
E01003863,E09000027
E01003864,E09000027
E01003865,E09000027
E01003866,E09000027
E01003867,E09000027
E01003868,E09000027
E01003869,E09000027
E01003870,E09000027
E01003871,E09000027
E01003872,E09000027
E01003873,E09000027
E01003874,E09000027
E01003875,E09000027
E01003876,E09000027
E01003877,E09000027
E01003878,E09000027
E01003879,E09000027
E01003880,E09000027
E01003881,E09000027
E01003882,E09000027
E01003883,E09000027
E01003884,E09000027
E01003885,E09000027
E01003886,E09000027
E01003887,E09000027
E01003888,E09000027
E01003889,E09000027
E01003890,E09000027
E01003891,E09000027
E01003892,E09000027
E01003893,E09000027
E01003894,E09000027
E01003895,E09000027
E01003896,E09000027
E01003897,E09000027
E01003898,E09000027
E01003899,E09000027
E01003900,E09000027
E01003901,E09000027
E01003902,E09000027
E01003903,E09000027
E01003904,E09000027
E01003905,E09000027
E01003906,E09000027
E01003907,E09000027
E01003908,E09000027
E01003909,E09000027
E01003910,E09000027
E01003911,E09000028
E01003912,E09000028
E01003913,E09000028
E01003914,E09000028
E01003915,E09000028
E01003916,E09000028
E01003917,E09000028
E01003918,E09000028
E01003919,E09000028
E01003920,E09000028
E01003921,E09000028
E01003922,E09000028
E01003923,E09000028
E01003924,E09000028
E01003925,E09000028
E01003926,E09000028
E01003927,E09000028
E01003929,E09000028
E01003930,E09000028
E01003932,E09000028
E01003933,E09000028
E01003934,E09000028
E01003935,E09000028
E01003936,E09000028
E01003937,E09000028
E01003938,E09000028
E01003939,E09000028
E01003940,E09000028
E01003941,E09000028
E01003942,E09000028
E01003943,E09000028
E01003945,E09000028
E01003946,E09000028
E01003947,E09000028
E01003948,E09000028
E01003949,E09000028
E01003950,E09000028
E01003951,E09000028
E01003952,E09000028
E01003953,E09000028
E01003954,E09000028
E01003955,E09000028
E01003956,E09000028
E01003957,E09000028
E01003958,E09000028
E01003960,E09000028
E01003961,E09000028
E01003963,E09000028
E01003964,E09000028
E01003966,E09000028
E01003967,E09000028
E01003968,E09000028
E01003969,E09000028
E01003970,E09000028
E01003971,E09000028
E01003972,E09000028
E01003973,E09000028
E01003974,E09000028
E01003975,E09000028
E01003976,E09000028
E01003977,E09000028
E01003978,E09000028
E01003979,E09000028
E01003980,E09000028
E01003981,E09000028
E01003983,E09000028
E01003984,E09000028
E01003986,E09000028
E01003987,E09000028
E01003988,E09000028
E01003989,E09000028
E01003990,E09000028
E01003991,E09000028
E01003992,E09000028
E01003993,E09000028
E01003994,E09000028
E01003995,E09000028
E01003997,E09000028
E01003998,E09000028
E01003999,E09000028
E01004000,E09000028
E01004001,E09000028
E01004002,E09000028
E01004003,E09000028
E01004004,E09000028
E01004005,E09000028
E01004006,E09000028
E01004007,E09000028
E01004008,E09000028
E01004010,E09000028
E01004011,E09000028
E01004012,E09000028
E01004013,E09000028
E01004014,E09000028
E01004015,E09000028
E01004016,E09000028
E01004017,E09000028
E01004018,E09000028
E01004019,E09000028
E01004020,E09000028
E01004021,E09000028
E01004022,E09000028
E01004023,E09000028
E01004024,E09000028
E01004027,E09000028
E01004028,E09000028
E01004029,E09000028
E01004030,E09000028
E01004031,E09000028
E01004032,E09000028
E01004033,E09000028
E01004034,E09000028
E01004035,E09000028
E01004036,E09000028
E01004037,E09000028
E01004038,E09000028
E01004039,E09000028
E01004040,E09000028
E01004041,E09000028
E01004042,E09000028
E01004043,E09000028
E01004044,E09000028
E01004045,E09000028
E01004046,E09000028
E01004047,E09000028
E01004048,E09000028
E01004049,E09000028
E01004050,E09000028
E01004051,E09000028
E01004052,E09000028
E01004053,E09000028
E01004054,E09000028
E01004055,E09000028
E01004056,E09000028
E01004057,E09000028
E01004058,E09000028
E01004059,E09000028
E01004060,E09000028
E01004061,E09000028
E01004062,E09000028
E01004063,E09000028
E01004064,E09000028
E01004065,E09000028
E01004066,E09000028
E01004067,E09000028
E01004068,E09000028
E01004069,E09000028
E01004070,E09000028
E01004071,E09000028
E01004072,E09000028
E01004073,E09000028
E01004074,E09000028
E01004075,E09000028
E01004076,E09000029
E01004077,E09000029
E01004078,E09000029
E01004079,E09000029
E01004080,E09000029
E01004081,E09000029
E01004082,E09000029
E01004083,E09000029
E01004084,E09000029
E01004085,E09000029
E01004086,E09000029
E01004087,E09000029
E01004088,E09000029
E01004089,E09000029
E01004090,E09000029
E01004091,E09000029
E01004092,E09000029
E01004093,E09000029
E01004094,E09000029
E01004095,E09000029
E01004096,E09000029
E01004097,E09000029
E01004098,E09000029
E01004099,E09000029
E01004100,E09000029
E01004101,E09000029
E01004102,E09000029
E01004103,E09000029
E01004104,E09000029
E01004105,E09000029
E01004106,E09000029
E01004107,E09000029
E01004108,E09000029
E01004109,E09000029
E01004110,E09000029
E01004111,E09000029
E01004112,E09000029
E01004114,E09000029
E01004115,E09000029
E01004116,E09000029
E01004117,E09000029
E01004118,E09000029
E01004119,E09000029
E01004120,E09000029
E01004121,E09000029
E01004122,E09000029
E01004123,E09000029
E01004124,E09000029
E01004125,E09000029
E01004126,E09000029
E01004127,E09000029
E01004128,E09000029
E01004129,E09000029
E01004130,E09000029
E01004131,E09000029
E01004132,E09000029
E01004133,E09000029
E01004134,E09000029
E01004135,E09000029
E01004136,E09000029
E01004137,E09000029
E01004138,E09000029
E01004139,E09000029
E01004140,E09000029
E01004141,E09000029
E01004142,E09000029
E01004143,E09000029
E01004144,E09000029
E01004145,E09000029
E01004146,E09000029
E01004147,E09000029
E01004148,E09000029
E01004149,E09000029
E01004150,E09000029
E01004151,E09000029
E01004152,E09000029
E01004153,E09000029
E01004154,E09000029
E01004155,E09000029
E01004156,E09000029
E01004157,E09000029
E01004158,E09000029
E01004159,E09000029
E01004160,E09000029
E01004161,E09000029
E01004162,E09000029
E01004163,E09000029
E01004164,E09000029
E01004165,E09000029
E01004166,E09000029
E01004167,E09000029
E01004168,E09000029
E01004169,E09000029
E01004170,E09000029
E01004171,E09000029
E01004172,E09000029
E01004173,E09000029
E01004174,E09000029
E01004175,E09000029
E01004176,E09000029
E01004177,E09000029
E01004178,E09000029
E01004179,E09000029
E01004180,E09000029
E01004181,E09000029
E01004182,E09000029
E01004183,E09000029
E01004184,E09000029
E01004185,E09000029
E01004186,E09000029
E01004187,E09000029
E01004188,E09000029
E01004189,E09000029
E01004190,E09000029
E01004191,E09000029
E01004192,E09000029
E01004193,E09000029
E01004194,E09000029
E01004195,E09000029
E01004196,E09000029
E01004197,E09000030
E01004198,E09000030
E01004199,E09000030
E01004200,E09000030
E01004201,E09000030
E01004202,E09000030
E01004203,E09000030
E01004204,E09000030
E01004205,E09000030
E01004206,E09000030
E01004207,E09000030
E01004208,E09000030
E01004209,E09000030
E01004211,E09000030
E01004212,E09000030
E01004214,E09000030
E01004215,E09000030
E01004216,E09000030
E01004217,E09000030
E01004218,E09000030
E01004219,E09000030
E01004221,E09000030
E01004222,E09000030
E01004223,E09000030
E01004224,E09000030
E01004225,E09000030
E01004226,E09000030
E01004228,E09000030
E01004229,E09000030
E01004230,E09000030
E01004231,E09000030
E01004232,E09000030
E01004233,E09000030
E01004234,E09000030
E01004235,E09000030
E01004236,E09000030
E01004237,E09000030
E01004238,E09000030
E01004239,E09000030
E01004240,E09000030
E01004241,E09000030
E01004242,E09000030
E01004243,E09000030
E01004244,E09000030
E01004245,E09000030
E01004246,E09000030
E01004247,E09000030
E01004248,E09000030
E01004249,E09000030
E01004250,E09000030
E01004251,E09000030
E01004252,E09000030
E01004253,E09000030
E01004254,E09000030
E01004255,E09000030
E01004256,E09000030
E01004257,E09000030
E01004258,E09000030
E01004259,E09000030
E01004260,E09000030
E01004261,E09000030
E01004262,E09000030
E01004263,E09000030
E01004264,E09000030
E01004266,E09000030
E01004267,E09000030
E01004268,E09000030
E01004269,E09000030
E01004270,E09000030
E01004271,E09000030
E01004272,E09000030
E01004273,E09000030
E01004274,E09000030
E01004275,E09000030
E01004276,E09000030
E01004277,E09000030
E01004280,E09000030
E01004281,E09000030
E01004283,E09000030
E01004284,E09000030
